sample	Genome	Mean	Relative_Abundance_Perc	Trimmed_Mean	Covered_Bases	Variance	Length	Read_Count	Reads_per_base	RPKM	TPM
2_depth10000000_spike0.00000_and_assembly-allseqs_via_minimap2-sr	Salinibacter_ruber	0.61368966	0.17346492	0	3071	1333.3835	3587328	28544	0.007956897	220.44931	949567.44
2_depth10000000_spike0.00000_and_assembly-allseqs_via_minimap2-sr	Trichoderma_reesei	0.0094137145	0.0026608713	0	24338	0.33403704	33395712	6683	0.00020011551	5.5442877	23881.572
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_minimap2-sr	unmapped	NA	99.81936	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_minimap2-sr	Trichoderma_reesei_other	0.009865285	0.0026303465	0	21761	0.35001343	29638724	6078	0.00020506956	5.681699	22895.15
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_minimap2-sr	Haloarcula_hispanica_primary	0.01209447	0.003224706	0	1145	1.0169405	3025665	539	0.00017814265	4.9356565	19888.88
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_minimap2-sr	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_minimap2-sr	Trichoderma_reesei_primary	0.0058333613	0.0015553288	0	2487	0.1979801	3756989	604	0.00016076704	4.4542446	17948.977
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_minimap2-sr	Haloarcula_hispanica_other	0.02991181	0.007975281	0	588	2.5275738	871226	328	0.00037648095	10.430859	42032.523
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_minimap2-sr	Salinibacter_ruber_primary	0.6197986	0.16525473	0	3071	1346.653	3551823	28544	0.0080364365	222.65915	897234.5
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	unmapped	NA	13.007343	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.5	27.697735	2.779599	27.611227	5019842	29.08534	5019930	927691	0.18480158	10.632001	31858.016
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.13	49.979733	5.0157027	48.492863	2662734	750.70404	2662909	895187	0.33616883	19.340458	57952.273
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.1	77.702965	7.7978606	77.087875	1818915	466.66013	1818915	942778	0.5183189	29.81991	89353.195
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	Haloarcula_hispanica	0	0	0	0	0	3896891	0	0	0	0
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.12	68.37602	6.8618574	68.31338	2054889	72.12098	2054889	937026	0.45599836	26.234486	78609.74
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.14	75.40254	7.5670023	75.048676	1756764	159.22754	1756930	887422	0.5050981	29.059292	87074.07
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.9	66.65769	6.689415	66.19723	1996851	164.28511	1996995	889853	0.445596	25.636019	76816.48
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.8	50.30329	5.0481734	50.10802	2724142	62.91664	2724142	914307	0.3356312	19.309525	57859.598
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	Salinibacter_ruber	0.3166393	0.031776253	0	1871	509.18732	3587328	15386	0.0042889863	0.24675384	739.3799
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	Trichoderma_reesei	0.008503223	0.0008533386	0	23410	0.28097978	33395712	5934	0.00017768749	0.0102227125	30.6316
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.4	34.167522	3.4288723	33.86986	4099303	98.14875	4100157	936391	0.22837931	13.139112	39370.402
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.11	41.340427	4.1487074	41.227196	3222808	44.475487	3222808	888748	0.27576822	15.865489	47539.797
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.7	58.958	5.916714	58.48093	2373952	96.73669	2373952	933912	0.3933997	22.63306	67818.33
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.10	141.98268	14.248633	142.31165	4337742	1545.8146	4343875	4142361	0.95360965	54.863045	164393.16
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.15	32.91714	3.3033907	30.530306	5496127	320.78094	5496844	1220853	0.22210072	12.777894	38288.027
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.3	41.61013	4.1757736	41.51781	3356730	43.946213	3356804	932384	0.27775943	15.980049	47883.066
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.6	50.300293	5.0478725	50.155624	2816117	63.219265	2816283	945662	0.33578372	19.318302	57885.895
2_depth10000000_spike0.00000_and_bins-allseqs_via_minimap2-sr	bin.2	49.130314	4.9304595	48.853065	2945021	74.316246	2945177	965743	0.3279066	18.865114	56527.945
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	unmapped	NA	13.007349	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.5	27.697735	2.7795727	27.611227	5019842	29.08534	5019930	927691	0.18480158	10.632002	31857.035
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.13	49.980022	5.0156846	48.492867	2662734	750.7283	2662909	895193	0.3361711	19.34059	57950.89
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.1	77.702965	7.797787	77.087875	1818915	466.66013	1818915	942778	0.5183189	29.819914	89350.445
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.12	68.37596	6.861787	68.3134	2054889	72.09554	2054889	937027	0.45599884	26.234516	78607.41
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.14	75.40227	7.5669036	75.04907	1756764	159.11508	1756930	887422	0.5050981	29.059294	87071.39
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.9	66.65768	6.6893506	66.19717	1996851	164.30258	1996995	889852	0.4455955	25.635994	76814.016
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.8	50.304268	5.048224	50.10806	2724142	62.986454	2724142	914324	0.33563742	19.309885	57858.89
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	Trichoderma_reesei_other	0.008958285	0.00089899794	0	21248	0.29874915	29638724	5428	0.00018313879	0.010536337	31.570395
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.4	34.168034	3.4288917	33.86985	4099303	98.16526	4100157	936407	0.2283832	13.139339	39369.867
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	Haloarcula_hispanica_primary	0	0	0	0	0	3025665	0	0	0	0
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.11	41.340107	4.1486363	41.22652	3222808	44.486465	3222808	888739	0.27576542	15.865331	47537.855
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.7	58.95792	5.9166512	58.481438	2373952	96.64398	2373952	933910	0.39339885	22.633017	67816.1
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.10	141.9767	14.247901	142.30565	4337743	1544.9214	4343875	4142137	0.953558	54.86009	164379.2
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.15	32.92088	3.303735	30.532259	5496116	320.96432	5496844	1221029	0.22213274	12.7797365	38292.37
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.3	41.610146	4.1757364	41.517376	3356730	44.014145	3356804	932386	0.27776003	15.980085	47881.695
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	Trichoderma_reesei_primary	0.004908382	0.00049257476	0	2265	0.13908438	3756989	505	0.00013441616	0.007733228	23.171347
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.6	50.30027	5.047823	50.155506	2816117	63.28021	2816283	945662	0.33578372	19.318304	57884.113
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	Haloarcula_hispanica_other	0	0	0	0	0	871226	0	0	0	0
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	bin.2	49.130657	4.930448	48.854023	2945034	74.30998	2945177	965750	0.327909	18.865253	56526.625
2_depth10000000_spike0.00000_and_bins-primaryseq_via_minimap2-sr	Salinibacter_ruber_primary	0.32006326	0.032119565	0	1869	514.70337	3551823	15397	0.004334957	0.24939868	747.28186
2_depth10000000_spike0.00000_and_mock-allseqs_via_minimap2-sr	unmapped	NA	99.81936	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_mock-allseqs_via_minimap2-sr	Haloarcula_hispanica	0.015989667	0.0045196232	0	1775	1.340883	3896891	867	0.00022248505	6.1640453	26551.139
2_depth10000000_spike0.00000_and_mock-allseqs_via_minimap2-sr	Salinibacter_ruber	0.61368966	0.17346492	0	3071	1333.3835	3587328	28544	0.007956897	220.44931	949567.44
2_depth10000000_spike0.00000_and_mock-allseqs_via_minimap2-sr	Trichoderma_reesei	0.0094137145	0.0026608713	0	24338	0.33403704	33395712	6683	0.00020011551	5.5442877	23881.572
2_depth10000000_spike0.00000_and_mock-primaryseq_via_minimap2-sr	unmapped	NA	99.81936	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_mock-primaryseq_via_minimap2-sr	Trichoderma_reesei_other	0.009865285	0.0026303465	0	21761	0.35001343	29638724	6078	0.00020506956	5.681699	22895.15
2_depth10000000_spike0.00000_and_mock-primaryseq_via_minimap2-sr	Haloarcula_hispanica_primary	0.01209447	0.003224706	0	1145	1.0169405	3025665	539	0.00017814265	4.9356565	19888.88
2_depth10000000_spike0.00000_and_mock-primaryseq_via_minimap2-sr	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
2_depth10000000_spike0.00000_and_mock-primaryseq_via_minimap2-sr	Trichoderma_reesei_primary	0.0058333613	0.0015553288	0	2487	0.1979801	3756989	604	0.00016076704	4.4542446	17948.977
2_depth10000000_spike0.00000_and_mock-primaryseq_via_minimap2-sr	Haloarcula_hispanica_other	0.02991181	0.007975281	0	588	2.5275738	871226	328	0.00037648095	10.430859	42032.523
2_depth10000000_spike0.00000_and_mock-primaryseq_via_minimap2-sr	Salinibacter_ruber_primary	0.6197986	0.16525473	0	3071	1346.653	3551823	28544	0.0080364365	222.65915	897234.5
2_depth10000000_spike0.00000_and_spike-allseqs_via_bwa-mem	unmapped	NA	99.55459	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_spike-allseqs_via_bwa-mem	Haloarcula_hispanica	0.03589757	0.0117334	0	4463	2.5125248	3896891	2425	0.00062229094	6.9923472	28772.955
2_depth10000000_spike0.00000_and_spike-allseqs_via_bwa-mem	Salinibacter_ruber	1.3101456	0.42823124	0	10265	3680.5303	3587328	74003	0.020629004	231.79695	953826.4
2_depth10000000_spike0.00000_and_spike-allseqs_via_bwa-mem	Trichoderma_reesei	0.016667364	0.005447857	0	42461	0.6777149	33395712	12568	0.00037633575	4.2286816	17400.693
2_depth10000000_spike0.00000_and_spike-primaryseq_via_bwa-mem	unmapped	NA	99.55459	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_spike-primaryseq_via_bwa-mem	Trichoderma_reesei_other	0.017294204	0.005333321	0	38162	0.7192792	29638724	11437	0.0003858803	4.335929	16798.16
2_depth10000000_spike0.00000_and_spike-primaryseq_via_bwa-mem	Haloarcula_hispanica_primary	0.027667025	0.008532173	0	3168	1.8708091	3025665	1629	0.00053839403	6.0496435	23437.404
2_depth10000000_spike0.00000_and_spike-primaryseq_via_bwa-mem	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
2_depth10000000_spike0.00000_and_spike-primaryseq_via_bwa-mem	Trichoderma_reesei_primary	0.011728743	0.0036170012	0	4545	0.33801517	3756989	1132	0.00030130512	3.385603	13116.426
2_depth10000000_spike0.00000_and_spike-primaryseq_via_bwa-mem	Haloarcula_hispanica_other	0.06444444	0.01987388	0	1295	4.758787	871226	793	0.0009102116	10.227556	39623.39
2_depth10000000_spike0.00000_and_spike-primaryseq_via_bwa-mem	Salinibacter_ruber_primary	1.3231916	0.40805614	0	10265	3717.0737	3551823	74005	0.02083578	234.12039	907024.6
2_depth10000000_spike0.00000_and_assembly-allseqs_via_bwa-mem	unmapped	NA	99.55459	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_assembly-allseqs_via_bwa-mem	Haloarcula_hispanica	0.03589757	0.0117334	0	4463	2.5125248	3896891	2425	0.00062229094	6.9923472	28772.955
2_depth10000000_spike0.00000_and_assembly-allseqs_via_bwa-mem	Salinibacter_ruber	1.3101456	0.42823124	0	10265	3680.5303	3587328	74003	0.020629004	231.79695	953826.4
2_depth10000000_spike0.00000_and_assembly-allseqs_via_bwa-mem	Trichoderma_reesei	0.016667364	0.005447857	0	42461	0.6777149	33395712	12568	0.00037633575	4.2286816	17400.693
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_bwa-mem	unmapped	NA	99.55459	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_bwa-mem	Trichoderma_reesei_other	0.017294204	0.005333321	0	38162	0.7192792	29638724	11437	0.0003858803	4.335929	16798.16
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_bwa-mem	Haloarcula_hispanica_primary	0.027667025	0.008532173	0	3168	1.8708091	3025665	1629	0.00053839403	6.0496435	23437.404
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_bwa-mem	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_bwa-mem	Trichoderma_reesei_primary	0.011728743	0.0036170012	0	4545	0.33801517	3756989	1132	0.00030130512	3.385603	13116.426
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_bwa-mem	Haloarcula_hispanica_other	0.06444444	0.01987388	0	1295	4.758787	871226	793	0.0009102116	10.227556	39623.39
2_depth10000000_spike0.00000_and_assembly-primaryseq_via_bwa-mem	Salinibacter_ruber_primary	1.3231916	0.40805614	0	10265	3717.0737	3551823	74005	0.02083578	234.12039	907024.6
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	unmapped	NA	12.6217785	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.5	27.697987	2.7867799	27.608576	5019755	29.531858	5019930	927934	0.18484999	10.587858	31764.586
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.13	50.09482	5.0401945	48.526443	2662698	770.544	2662909	898661	0.33747342	19.32984	57991.36
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.1	77.725716	7.820225	77.09296	1818754	486.80496	1818915	943089	0.5184899	29.69812	89097.195
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	Haloarcula_hispanica	0	0	0	0	0	3896891	0	0	0	0
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.12	68.386475	6.8805747	68.31397	2054889	75.088455	2054889	937427	0.4561935	26.129902	78392.21
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.14	75.40496	7.5867267	75.04883	1756734	159.60182	1756930	887857	0.5053457	28.945246	86838.516
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.9	66.72081	6.712987	66.20543	1996798	178.46346	1996995	891263	0.44630206	25.563341	76692.45
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.8	50.322727	5.0631256	50.10947	2724142	65.21259	2724142	914997	0.33588448	19.238829	57718.33
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	Salinibacter_ruber	0.45172244	0.045449194	0	2227	852.04156	3587328	22781	0.006350409	0.36373943	1091.2529
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	Trichoderma_reesei	0.011872096	0.0011944883	0	28716	0.4634165	33395712	8231	0.00024646876	0.014117266	42.35316
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.4	34.176098	3.4385629	33.8708	4099072	100.75524	4100157	936873	0.22849686	13.087869	39264.86
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.11	41.359184	4.161275	41.230064	3222806	45.25176	3222808	889399	0.27597022	15.807053	47422.664
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.7	58.984516	5.934615	58.488075	2373951	98.98324	2373952	934686	0.39372572	22.551867	67657.75
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.10	142.87871	14.375468	142.6267	4336627	2094.076	4343875	4182481	0.9628456	55.14998	165455.2
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.15	33.15154	3.335479	30.577993	5495858	369.44992	5496844	1237177	0.22507042	12.891608	38676.066
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.3	41.61919	4.1874356	41.521385	3356697	44.377926	3356804	932909	0.27791584	15.918494	47757.004
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.6	50.31278	5.0621243	50.155846	2816091	67.70665	2816283	946328	0.3360202	19.246603	57741.645
2_depth10000000_spike0.00000_and_bins-allseqs_via_bwa-mem	bin.2	49.15866	4.946005	48.86156	2944903	77.74463	2945177	966584	0.32819217	18.798227	56396.477
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	unmapped	NA	12.621737	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.5	27.697987	2.7867396	27.608576	5019755	29.531858	5019930	927934	0.18484999	10.587853	31763.117
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.13	50.09482	5.040121	48.526443	2662698	770.544	2662909	898661	0.33747342	19.32983	57988.676
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.1	77.725716	7.8201113	77.09296	1818754	486.80496	1818915	943089	0.5184899	29.698107	89093.07
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.12	68.386475	6.880475	68.31397	2054889	75.088455	2054889	937427	0.4561935	26.12989	78388.56
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.14	75.40496	7.586616	75.04883	1756734	159.60182	1756930	887857	0.5053457	28.945232	86834.5
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.9	66.72081	6.71289	66.20543	1996798	178.46346	1996995	891263	0.44630206	25.56333	76688.91
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.8	50.322727	5.063052	50.10947	2724142	65.21259	2724142	914997	0.33588448	19.23882	57715.65
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	Trichoderma_reesei_other	0.012365882	0.0012441516	0	25771	0.49378088	29638724	7484	0.0002525075	0.014463146	43.388805
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.4	34.176132	3.4385164	33.870804	4099082	100.754364	4100157	936873	0.22849686	13.087863	39263.043
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	Haloarcula_hispanica_primary	0	0	0	0	0	3025665	0	0	0	0
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.11	41.359184	4.161215	41.230064	3222806	45.25176	3222808	889399	0.27597022	15.807045	47420.47
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.7	58.984516	5.9345284	58.488075	2373951	98.98324	2373952	934686	0.39372572	22.551855	67654.61
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.10	142.87846	14.3752365	142.62662	4336594	2093.3274	4343875	4182474	0.962844	55.149864	165447.27
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.15	33.151573	3.335434	30.578056	5495856	369.4468	5496844	1237178	0.22507061	12.891613	38674.293
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.3	41.619198	4.187376	41.521385	3356698	44.37762	3356804	932909	0.27791584	15.918488	47754.78
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	Trichoderma_reesei_primary	0.007979048	0.0008027851	0	3238	0.21800429	3756989	747	0.00019882944	0.011388569	34.165207
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.6	50.31278	5.062051	50.155846	2816091	67.71411	2816283	946328	0.3360202	19.246593	57738.977
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	Haloarcula_hispanica_other	0	0	0	0	0	871226	0	0	0	0
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	bin.2	49.15866	4.9459333	48.86156	2944903	77.74463	2945177	966584	0.32819217	18.798218	56393.87
2_depth10000000_spike0.00000_and_bins-primaryseq_via_bwa-mem	Salinibacter_ruber_primary	0.45637423	0.045916557	0	2253	861.1497	3551823	22793	0.006417268	0.36756882	1102.6908
2_depth10000000_spike0.00000_and_mock-allseqs_via_bwa-mem	unmapped	NA	99.55459	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_mock-allseqs_via_bwa-mem	Haloarcula_hispanica	0.03589757	0.0117334	0	4463	2.5125248	3896891	2425	0.00062229094	6.9923472	28772.955
2_depth10000000_spike0.00000_and_mock-allseqs_via_bwa-mem	Salinibacter_ruber	1.3101456	0.42823124	0	10265	3680.5303	3587328	74003	0.020629004	231.79695	953826.4
2_depth10000000_spike0.00000_and_mock-allseqs_via_bwa-mem	Trichoderma_reesei	0.016667364	0.005447857	0	42461	0.6777149	33395712	12568	0.00037633575	4.2286816	17400.693
2_depth10000000_spike0.00000_and_mock-primaryseq_via_bwa-mem	unmapped	NA	99.55459	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00000_and_mock-primaryseq_via_bwa-mem	Trichoderma_reesei_other	0.017294204	0.005333321	0	38162	0.7192792	29638724	11437	0.0003858803	4.335929	16798.16
2_depth10000000_spike0.00000_and_mock-primaryseq_via_bwa-mem	Haloarcula_hispanica_primary	0.027667025	0.008532173	0	3168	1.8708091	3025665	1629	0.00053839403	6.0496435	23437.404
2_depth10000000_spike0.00000_and_mock-primaryseq_via_bwa-mem	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
2_depth10000000_spike0.00000_and_mock-primaryseq_via_bwa-mem	Trichoderma_reesei_primary	0.011728743	0.0036170012	0	4545	0.33801517	3756989	1132	0.00030130512	3.385603	13116.426
2_depth10000000_spike0.00000_and_mock-primaryseq_via_bwa-mem	Haloarcula_hispanica_other	0.06444444	0.01987388	0	1295	4.758787	871226	793	0.0009102116	10.227556	39623.39
2_depth10000000_spike0.00000_and_mock-primaryseq_via_bwa-mem	Salinibacter_ruber_primary	1.3231916	0.40805614	0	10265	3717.0737	3551823	74005	0.02083578	234.12039	907024.6
2_depth10000000_spike0.00001_and_spike-allseqs_via_minimap2-sr	unmapped	NA	99.81836	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00001_and_spike-allseqs_via_minimap2-sr	Haloarcula_hispanica	0.018569656	0.0052315276	0	11672	1.3498639	3896891	933	0.00023942163	6.5970907	28445.66
2_depth10000000_spike0.00001_and_spike-allseqs_via_minimap2-sr	Salinibacter_ruber	0.6164496	0.17366898	0	12971	1333.3829	3587328	28610	0.007975295	219.75352	947543.8
2_depth10000000_spike0.00001_and_spike-allseqs_via_minimap2-sr	Trichoderma_reesei	0.009711551	0.002735982	0	34024	0.33423764	33395712	6749	0.00020209182	5.568495	24010.506
2_depth10000000_spike0.00001_and_spike-primaryseq_via_minimap2-sr	unmapped	NA	99.81837	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00001_and_spike-primaryseq_via_minimap2-sr	Trichoderma_reesei_other	0.010164469	0.0026661	0	30979	0.3500712	29638724	6133	0.00020692524	5.7018332	22848.984
2_depth10000000_spike0.00001_and_spike-primaryseq_via_minimap2-sr	Haloarcula_hispanica_primary	0.015372589	0.0040321695	0	9810	1.074204	3025665	607	0.00020061705	5.5280113	22152.438
2_depth10000000_spike0.00001_and_spike-primaryseq_via_minimap2-sr	Salinibacter_ruber_other	0.008485363	0.0022256772	0	300	0.008413599	35505	2	0.000056330093	1.552178	6220.0522
2_depth10000000_spike0.00001_and_spike-primaryseq_via_minimap2-sr	Trichoderma_reesei_primary	0.006144261	0.0016116153	0	3350	0.20023254	3756989	615	0.00016369492	4.51062	18075.432
2_depth10000000_spike0.00001_and_spike-primaryseq_via_minimap2-sr	Haloarcula_hispanica_other	0.029799247	0.007816224	0	1788	2.3141017	871226	326	0.00037418536	10.310692	41318.094
2_depth10000000_spike0.00001_and_spike-primaryseq_via_minimap2-sr	Salinibacter_ruber_primary	0.62250155	0.1632797	0	12671	1346.6523	3551823	28608	0.008054456	221.94084	889384.94
2_depth10000000_spike0.00001_and_assembly-allseqs_via_minimap2-sr	unmapped	NA	99.81836	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00001_and_assembly-allseqs_via_minimap2-sr	Haloarcula_hispanica	0.018569656	0.0052315276	0	11672	1.3498639	3896891	933	0.00023942163	6.5970907	28445.66
2_depth10000000_spike0.00001_and_assembly-allseqs_via_minimap2-sr	Salinibacter_ruber	0.6164496	0.17366898	0	12971	1333.3829	3587328	28610	0.007975295	219.75352	947543.8
2_depth10000000_spike0.00001_and_assembly-allseqs_via_minimap2-sr	Trichoderma_reesei	0.009711551	0.002735982	0	34024	0.33423764	33395712	6749	0.00020209182	5.568495	24010.506
2_depth10000000_spike0.00001_and_assembly-primaryseq_via_minimap2-sr	unmapped	NA	99.81837	NA	NA	NA	NA	NA	NA	NA	NA
2_depth10000000_spike0.00001_and_assembly-primaryseq_via_minimap2-sr	Trichoderma_reesei_other	0.010164469	0.0026661	0	30979	0.3500712	29638724	6133	0.00020692524	5.7018332	22848.984
2_depth10000000_spike0.00001_and_assembly-primaryseq_via_minimap2-sr	Haloarcula_hispanica_primary	0.015372589	0.0040321695	0	9810	1.074204	3025665	607	0.00020061705	5.5280113	22152.438
2_depth10000000_spike0.00001_and_assembly-primaryseq_via_minimap2-sr	Salinibacter_ruber_other	0.008485363	0.0022256772	0	300	0.008413599	35505	2	0.000056330093	1.552178	6220.0522
2_depth10000000_spike0.00001_and_assembly-primaryseq_via_minimap2-sr	Trichoderma_reesei_primary	0.006144261	0.0016116153	0	3350	0.20023254	3756989	615	0.00016369492	4.51062	18075.432
2_depth10000000_spike0.00001_and_assembly-primaryseq_via_minimap2-sr	Haloarcula_hispanica_other	0.029799247	0.007816224	0	1788	2.3141017	871226	326	0.00037418536	10.310692	41318.094
2_depth10000000_spike0.00001_and_assembly-primaryseq_via_minimap2-sr	Salinibacter_ruber_primary	0.62250155	0.1632797	0	12671	1346.6523	3551823	28608	0.008054456	221.94084	889384.94
2_depth10000000_spike0.00001_and_bins-allseqs_via_minimap2-sr	unmapped	NA	13.089275	NA	NA	NA	NA	NA	NA	NA	NA
